Gene stable ID,Interpro ID,Interpro Description
WBGene00008028,IPR001283,Cysteine-rich  secretory protein-related
WBGene00008028,IPR002413,Venom allergen 5-like
WBGene00008028,IPR014044,CAP domain
WBGene00008028,IPR035940,CAP superfamily
WBGene00008029,IPR001283,Cysteine-rich  secretory protein-related
WBGene00008029,IPR002413,Venom allergen 5-like
WBGene00008029,IPR014044,CAP domain
WBGene00008029,IPR035940,CAP superfamily
WBGene00008030,IPR001283,Cysteine-rich  secretory protein-related
WBGene00008030,IPR002413,Venom allergen 5-like
WBGene00008030,IPR014044,CAP domain
WBGene00008030,IPR035940,CAP superfamily
WBGene00008031,IPR011701,Major facilitator superfamily
WBGene00008031,IPR036259,MFS transporter superfamily
WBGene00008032,,
WBGene00008033,IPR011701,Major facilitator superfamily
WBGene00008033,IPR020846,Major facilitator superfamily domain
WBGene00008033,IPR036259,MFS transporter superfamily
WBGene00008034,IPR018800,Proline-rich protein PRCC
WBGene00008035,IPR003034,SAP domain
WBGene00008035,IPR036361,SAP domain superfamily
WBGene00008036,,
WBGene00008037,,
WBGene00008038,IPR029058,Alpha/Beta hydrolase fold
WBGene00008039,,
WBGene00008040,IPR001534,Transthyretin-like
WBGene00008040,IPR038479,Transthyretin-like superfamily
WBGene00008041,IPR014806,Ubiquitin-fold modifier-conjugating enzyme 1
WBGene00008041,IPR016135,Ubiquitin-conjugating enzyme/RWD-like
WBGene00008042,IPR002921,Fungal lipase-like domain
WBGene00008042,IPR029058,Alpha/Beta hydrolase fold
WBGene00008042,,
WBGene00008043,IPR002921,Fungal lipase-like domain
WBGene00008043,IPR029058,Alpha/Beta hydrolase fold
WBGene00008044,IPR002921,Fungal lipase-like domain
WBGene00008044,IPR029058,Alpha/Beta hydrolase fold
WBGene00008045,IPR000152,EGF-type aspartate/asparagine hydroxylation site
WBGene00008045,IPR000742,EGF-like domain
WBGene00008045,IPR001881,EGF-like calcium-binding domain
WBGene00008045,IPR013111,"EGF-like domain, extracellular"
WBGene00008045,,
WBGene00008047,IPR001466,Beta-lactamase-related
WBGene00008047,IPR012338,Beta-lactamase/transpeptidase-like
WBGene00008049,IPR000742,EGF-like domain
WBGene00008050,IPR005331,Sulfotransferase
WBGene00008050,IPR007669,Carbohydrate sulfotransferase Chst-1
WBGene00008051,IPR001611,Leucine-rich repeat
WBGene00008051,IPR003591,"Leucine-rich repeat, typical subtype"
WBGene00008051,IPR032675,Leucine-rich repeat domain superfamily
WBGene00008052,IPR005282,Lysosomal cystine transporter
WBGene00008052,IPR006603,PQ-loop repeat
WBGene00008053,IPR003338,"CDC48, N-terminal subdomain"
WBGene00008053,IPR003593,AAA+ ATPase domain
WBGene00008053,IPR003959,"ATPase, AAA-type, core"
WBGene00008053,IPR003960,"ATPase, AAA-type, conserved site"
WBGene00008053,IPR004201,"CDC48, domain 2"
WBGene00008053,IPR005938,"AAA ATPase, CDC48 family"
WBGene00008053,IPR009010,Aspartate decarboxylase-like domain superfamily
WBGene00008053,IPR015415,"Vps4 oligomerisation, C-terminal"
WBGene00008053,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00008053,IPR029067,CDC48 domain 2-like superfamily
WBGene00008053,IPR041569,"AAA ATPase, AAA+ lid domain"
WBGene00008054,,
WBGene00008056,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00008056,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00008056,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00008056,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00008057,IPR000494,Receptor L-domain
WBGene00008057,IPR036941,Receptor L-domain superfamily
WBGene00008058,IPR019428,"7TM GPCR, serpentine receptor class r (Str)"
WBGene00008059,,
WBGene00008061,IPR004087,K Homology domain
WBGene00008061,IPR004088,"K Homology domain, type 1"
WBGene00008061,IPR036612,"K Homology domain, type 1 superfamily"
WBGene00008062,IPR001214,SET domain
WBGene00008063,,
WBGene00008064,,
WBGene00008065,IPR000276,"G protein-coupled receptor, rhodopsin-like"
WBGene00008065,IPR017452,"GPCR, rhodopsin-like, 7TM"
WBGene00008066,IPR001810,F-box domain
WBGene00008066,IPR012885,"F-box associated domain, type 2"
WBGene00008067,,
WBGene00008068,,
WBGene00008069,,
WBGene00008070,IPR001810,F-box domain
WBGene00008071,IPR001810,F-box domain
WBGene00008071,IPR012885,"F-box associated domain, type 2"
WBGene00008072,,
WBGene00008073,IPR006150,Cysteine-rich repeat
WBGene00008074,IPR000402,Sodium/potassium-transporting ATPase subunit beta
WBGene00008074,IPR038702,Sodium/potassium-transporting ATPase subunit beta superfamily
WBGene00008075,,
WBGene00008076,IPR006028,Gamma-aminobutyric acid A receptor/Glycine receptor alpha
WBGene00008076,IPR006201,Neurotransmitter-gated ion-channel
WBGene00008076,IPR006202,Neurotransmitter-gated ion-channel ligand-binding domain
WBGene00008076,IPR018000,"Neurotransmitter-gated ion-channel, conserved site"
WBGene00008076,IPR036719,Neurotransmitter-gated ion-channel transmembrane domain superfamily
WBGene00008076,IPR036734,Neurotransmitter-gated ion-channel ligand-binding domain superfamily
WBGene00008077,IPR002656,Acyltransferase 3
WBGene00008078,IPR019514,"Syndetin, C-terminal"
WBGene00008078,IPR019515,"Vacuolar protein sorting-associated protein 54, N-terminal"
WBGene00008078,IPR040047,Syndetin
WBGene00008079,,
WBGene00008080,IPR040426,Uncharacterized protein C05B5.4-like
WBGene00008081,IPR000253,Forkhead-associated (FHA) domain
WBGene00008081,IPR001965,"Zinc finger, PHD-type"
WBGene00008081,IPR011011,"Zinc finger, FYVE/PHD-type"
WBGene00008081,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
WBGene00008081,IPR019786,"Zinc finger, PHD-type, conserved site"
WBGene00008081,IPR019787,"Zinc finger, PHD-finger"
WBGene00008081,IPR042163,PHD finger protein 12
WBGene00008082,IPR033316,DNA endonuclease RBBP8-like
WBGene00008084,IPR005828,"Major facilitator,  sugar transporter-like"
WBGene00008084,IPR020846,Major facilitator superfamily domain
WBGene00008084,IPR036259,MFS transporter superfamily
WBGene00008085,IPR003395,"RecF/RecN/SMC, N-terminal"
WBGene00008085,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00008085,IPR028468,Structural maintenance of chromosomes protein 1
WBGene00008086,IPR028468,Structural maintenance of chromosomes protein 1
WBGene00008087,,
WBGene00008088,IPR000719,Protein kinase domain
WBGene00008088,IPR011009,Protein kinase-like domain superfamily
WBGene00008088,IPR017441,"Protein kinase, ATP binding site"
WBGene00008089,,
WBGene00008090,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00008090,IPR038729,Rad50/SbcC-type AAA domain
WBGene00008091,,
WBGene00008092,IPR000770,SAND domain
WBGene00008092,IPR010919,SAND-like domain superfamily
WBGene00008092,IPR024830,Glucocorticoid modulatory element-binding protein 1/2
WBGene00008093,IPR000483,"Cysteine-rich flanking region, C-terminal"
WBGene00008093,IPR001611,Leucine-rich repeat
WBGene00008093,IPR003591,"Leucine-rich repeat, typical subtype"
WBGene00008093,IPR026906,BspA type Leucine rich repeat region
WBGene00008093,IPR032675,Leucine-rich repeat domain superfamily
WBGene00008094,IPR026728,UHRF1-binding protein 1-like
WBGene00008094,IPR026854,"Vacuolar protein sorting-associated protein 13, N-terminal domain"
WBGene00008095,IPR000719,Protein kinase domain
WBGene00008095,IPR008271,"Serine/threonine-protein kinase, active site"
WBGene00008095,IPR011009,Protein kinase-like domain superfamily
WBGene00008095,IPR017441,"Protein kinase, ATP binding site"
WBGene00008095,IPR039192,"Glycogen synthase kinase 3, catalytic domain"
WBGene00008096,,
WBGene00008097,IPR002213,UDP-glucuronosyl/UDP-glucosyltransferase
WBGene00008097,IPR035595,"UDP-glycosyltransferase family, conserved site"
WBGene00008099,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00008099,IPR041677,"DNA2/NAM7 helicase, AAA domain"
WBGene00008099,IPR041679,"DNA2/NAM7 helicase-like, AAA domain"
WBGene00008100,,
WBGene00008101,,
WBGene00008102,,
WBGene00008105,,
WBGene00008106,,
WBGene00008107,IPR000048,"IQ motif, EF-hand binding site"
WBGene00008107,IPR001715,Calponin homology domain
WBGene00008107,IPR036872,CH domain superfamily
WBGene00008110,IPR005828,"Major facilitator,  sugar transporter-like"
WBGene00008110,IPR005829,"Sugar transporter, conserved site"
WBGene00008110,IPR020846,Major facilitator superfamily domain
WBGene00008110,IPR036259,MFS transporter superfamily
WBGene00008111,,
WBGene00008113,,
WBGene00008114,,
WBGene00008117,IPR001100,"Pyridine nucleotide-disulphide oxidoreductase, class I"
WBGene00008117,IPR004099,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain"
WBGene00008117,IPR006322,"Glutathione reductase, eukaryote/bacterial"
WBGene00008117,IPR012999,"Pyridine nucleotide-disulphide oxidoreductase, class I, active site"
WBGene00008117,IPR016156,"FAD/NAD-linked reductase, dimerisation domain superfamily"
WBGene00008117,IPR023753,FAD/NAD(P)-binding domain
WBGene00008117,IPR036188,FAD/NAD(P)-binding domain superfamily
WBGene00008118,IPR006578,MADF domain
WBGene00008118,IPR039353,Transcription factor Adf-1
WBGene00008119,IPR000629,"ATP-dependent RNA helicase DEAD-box, conserved site"
WBGene00008119,IPR001650,"Helicase, C-terminal"
WBGene00008119,IPR011545,DEAD/DEAH box helicase domain
WBGene00008119,IPR014001,"Helicase superfamily 1/2, ATP-binding domain"
WBGene00008119,IPR014014,"RNA helicase, DEAD-box type, Q motif"
WBGene00008119,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00008120,,
WBGene00008121,IPR017000,Membrane-anchored ubiquitin-fold protein
WBGene00008121,IPR029071,Ubiquitin-like domain superfamily
WBGene00008121,IPR039540,"UBL3-like, ubiquitin domain"
WBGene00008121,IPR040015,UBL3-like
WBGene00008122,,
WBGene00008123,IPR002259,Equilibrative nucleoside transporter
WBGene00008124,IPR004843,"Calcineurin-like phosphoesterase domain, ApaH type"
WBGene00008124,IPR006186,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
WBGene00008124,IPR029052,Metallo-dependent phosphatase-like
WBGene00008125,,
WBGene00008126,IPR004151,"7TM GPCR, serpentine receptor class e (Sre)"
WBGene00008127,IPR006076,FAD dependent oxidoreductase
WBGene00008127,IPR006181,"D-amino acid oxidase, conserved site"
WBGene00008127,IPR023209,D-amino-acid oxidase
WBGene00008127,IPR036188,FAD/NAD(P)-binding domain superfamily
WBGene00008128,IPR019408,"7TM GPCR, serpentine receptor class ab (Srab)"
WBGene00008129,IPR005515,Vitelline membrane outer layer protein I (VOMI)
WBGene00008129,IPR036706,Vitelline membrane outer layer protein I (VOMI) superfamily
WBGene00008130,IPR001810,F-box domain
WBGene00008130,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00008130,IPR040161,F-box A protein FB155/FB224
WBGene00008131,IPR000836,Phosphoribosyltransferase domain
WBGene00008131,IPR029057,Phosphoribosyltransferase-like
WBGene00008132,IPR005886,UDP-glucose 4-epimerase
WBGene00008132,IPR016040,NAD(P)-binding domain
WBGene00008132,IPR036291,NAD(P)-binding domain superfamily
WBGene00008133,IPR000795,"Transcription factor, GTP-binding domain"
WBGene00008133,IPR007034,"Ribosome biogenesis protein BMS1/TSR1, C-terminal"
WBGene00008133,IPR009000,"Translation protein, beta-barrel domain superfamily"
WBGene00008133,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00008133,IPR005225,Small GTP-binding protein domain
WBGene00008134,IPR002942,RNA-binding S4 domain
WBGene00008134,IPR036986,RNA-binding S4 domain superfamily
WBGene00008134,IPR039167,Mitochondrial transcription rescue factor 1
WBGene00008136,IPR019142,Dymeclin
WBGene00008137,IPR004686,Tricarboxylate/iron carrier
WBGene00008138,IPR001810,F-box domain
WBGene00008139,,
WBGene00008140,IPR006166,ERCC4 domain
WBGene00008140,IPR011335,Restriction endonuclease  type II-like
WBGene00008141,,
WBGene00008142,IPR017452,"GPCR, rhodopsin-like, 7TM"
WBGene00008143,IPR007005,XAP5 protein
WBGene00008144,IPR039308,Growth arrest-specific protein 8
WBGene00008145,IPR001214,SET domain
WBGene00008145,IPR006570,SPK domain
WBGene00008146,,
WBGene00008147,IPR002067,Mitochondrial carrier protein
WBGene00008147,IPR002113,Adenine nucleotide translocator 1
WBGene00008147,IPR018108,Mitochondrial substrate/solute carrier
WBGene00008147,IPR023395,Mitochondrial carrier domain superfamily
WBGene00008148,IPR001382,Glycoside hydrolase family 47
WBGene00008148,IPR012341,Six-hairpin glycosidase-like superfamily
WBGene00008148,IPR036026,Seven-hairpin glycosidases
WBGene00008149,IPR008162,Inorganic pyrophosphatase
WBGene00008149,IPR036649,Inorganic pyrophosphatase superfamily
WBGene00008150,IPR000998,MAM domain
WBGene00008150,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily
WBGene00008151,IPR010301,"Nucleolar, Nop52"
WBGene00008152,,
WBGene00008153,IPR004296,DUF236 repeat
WBGene00008154,,
WBGene00008155,,
WBGene00008156,,
WBGene00008157,IPR001810,F-box domain
WBGene00008157,IPR012885,"F-box associated domain, type 2"
WBGene00008158,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00008158,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00008158,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00008158,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00008159,IPR002659,"Glycosyl transferase, family 31"
WBGene00008160,IPR005027,"Glycosyl transferase, family 43"
WBGene00008160,IPR029044,Nucleotide-diphospho-sugar transferases
WBGene00008161,IPR002659,"Glycosyl transferase, family 31"
WBGene00008162,IPR002659,"Glycosyl transferase, family 31"
WBGene00008163,,
WBGene00008164,IPR039175,Mitochondrial import inner membrane translocase subunit TIM22
WBGene00008165,IPR006876,LMBR1-like membrane protein
WBGene00008166,IPR007587,SIT4 phosphatase-associated protein family
WBGene00008167,IPR002655,"Acyl-CoA oxidase, C-terminal"
WBGene00008167,IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain"
WBGene00008167,IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal
WBGene00008167,IPR009100,"Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily"
WBGene00008167,IPR012258,Acyl-CoA oxidase
WBGene00008167,IPR029320,"Acyl-coenzyme A oxidase, N-terminal"
WBGene00008167,IPR034171,Peroxisomal acyl-coenzyme A oxidase
WBGene00008167,IPR036250,"Acyl-CoA dehydrogenase-like, C-terminal"
WBGene00008167,IPR037069,"Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily"
WBGene00008168,,
WBGene00008169,IPR035321,Protein of unknown function DUF5373
WBGene00008170,IPR035321,Protein of unknown function DUF5373
WBGene00008171,,
WBGene00008172,IPR035321,Protein of unknown function DUF5373
WBGene00008173,IPR035321,Protein of unknown function DUF5373
WBGene00008174,,
WBGene00008175,,
WBGene00008176,,
WBGene00008177,IPR001611,Leucine-rich repeat
WBGene00008177,IPR016024,Armadillo-type fold
WBGene00008177,IPR032675,Leucine-rich repeat domain superfamily
WBGene00008178,,
WBGene00008180,,
WBGene00008183,IPR000980,SH2 domain
WBGene00008183,IPR003123,VPS9 domain
WBGene00008183,IPR036860,SH2 domain superfamily
WBGene00008183,IPR037191,VPS9 domain superfamily
WBGene00008184,,
WBGene00008185,IPR000615,Bestrophin
WBGene00008185,IPR021134,Bestrophin/UPF0187
WBGene00008186,IPR000615,Bestrophin
WBGene00008186,IPR021134,Bestrophin/UPF0187
WBGene00008187,IPR008166,Glycosyltransferase family 92
WBGene00008188,IPR006583,PAN-3 domain
WBGene00008188,IPR016186,C-type lectin-like/link domain superfamily
WBGene00008188,IPR016187,C-type lectin fold
WBGene00008190,IPR006583,PAN-3 domain
WBGene00008190,IPR016187,C-type lectin fold
WBGene00008191,,
WBGene00008194,IPR000742,EGF-like domain
WBGene00008195,IPR001356,Homeobox domain
WBGene00008195,IPR009057,Homeobox-like domain superfamily
WBGene00008196,,
WBGene00008197,,
WBGene00008198,,
WBGene00008199,,
WBGene00008200,IPR000719,Protein kinase domain
WBGene00008200,IPR008271,"Serine/threonine-protein kinase, active site"
WBGene00008200,IPR011009,Protein kinase-like domain superfamily
WBGene00008201,IPR001304,C-type lectin-like
WBGene00008201,IPR016186,C-type lectin-like/link domain superfamily
WBGene00008201,IPR016187,C-type lectin fold
WBGene00008202,IPR001304,C-type lectin-like
WBGene00008202,IPR016186,C-type lectin-like/link domain superfamily
WBGene00008202,IPR016187,C-type lectin fold
WBGene00008203,IPR001304,C-type lectin-like
WBGene00008203,IPR016186,C-type lectin-like/link domain superfamily
WBGene00008203,IPR016187,C-type lectin fold
WBGene00008204,,
WBGene00008205,IPR002133,S-adenosylmethionine synthetase
WBGene00008205,IPR022628,"S-adenosylmethionine synthetase, N-terminal"
WBGene00008205,IPR022629,"S-adenosylmethionine synthetase, central domain"
WBGene00008205,IPR022630,"S-adenosylmethionine synthetase, C-terminal"
WBGene00008205,IPR022631,"S-adenosylmethionine synthetase, conserved site"
WBGene00008205,IPR022636,S-adenosylmethionine synthetase superfamily
WBGene00008206,IPR001214,SET domain
WBGene00008207,,
WBGene00008208,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00008208,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00008208,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00008208,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00008209,IPR000197,"Zinc finger, TAZ-type"
WBGene00008209,IPR035898,TAZ domain superfamily
WBGene00008210,,
WBGene00008211,,
WBGene00008212,,
WBGene00008213,,
WBGene00008214,IPR011701,Major facilitator superfamily
WBGene00008214,IPR036259,MFS transporter superfamily
WBGene00008215,IPR002602,Domain of unknown function DB
