Gene stable ID,Interpro ID,Interpro Description,SpectralCounts
WBGene00009012,IPR036225,"SRP/SRP receptor, N-terminal",16
WBGene00009012,IPR036891,"Signal recognition particle, SRP54 subunit, M-domain superfamily",16
WBGene00009012,IPR042101,"Signal recognition particle SRP54, N-terminal domain superfamily",16
WBGene00009016,,,12
WBGene00009030,IPR001304,C-type lectin-like,7
WBGene00009030,IPR016186,C-type lectin-like/link domain superfamily,7
WBGene00009030,IPR016187,C-type lectin fold,7
WBGene00009035,IPR001347,Sugar isomerase (SIS),11
WBGene00009035,IPR017932,Glutamine amidotransferase type 2 domain,11
WBGene00009035,IPR029055,"Nucleophile aminohydrolases, N-terminal",11
WBGene00009035,IPR035466,"GlmS/AgaS, SIS domain 1",11
WBGene00009035,IPR035490,"GlmS/FrlB, SIS domain 2",11
WBGene00009041,IPR001507,Zona pellucida domain,61
WBGene00009045,IPR002809,Integral membrane protein EMC3/TMCO1-like,9
WBGene00009045,IPR008559,Calcium load-activated calcium channel,9
WBGene00009048,IPR000277,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme",6
WBGene00009048,IPR015421,"Pyridoxal phosphate-dependent transferase, major domain",6
WBGene00009048,IPR015422,Pyridoxal phosphate-dependent transferase domain 1,6
WBGene00009048,IPR015424,Pyridoxal phosphate-dependent transferase,6
WBGene00009052,IPR002999,Tudor domain,1
WBGene00009052,IPR035437,"SNase-like, OB-fold superfamily",1
WBGene00009065,IPR001849,Pleckstrin homology domain,2
WBGene00009065,IPR010703,"Dedicator of cytokinesis, C-terminal",2
WBGene00009065,IPR011993,PH-like domain superfamily,2
WBGene00009065,IPR021816,"Dedicator of cytokinesis C/D, N-terminal",2
WBGene00009065,IPR026791,Dedicator of cytokinesis,2
WBGene00009065,IPR027007,DHR-1 domain,2
WBGene00009065,IPR027357,DHR-2 domain,2
WBGene00009065,IPR035892,C2 domain superfamily,2
WBGene00009065,IPR043161,"Dedicator of cytokinesis, C-terminal, lobe A",2
WBGene00009065,IPR043162,"Dedicator of cytokinesis, C-terminal, lobe C",2
WBGene00009082,IPR000089,Biotin/lipoyl attachment,34
WBGene00009082,IPR001078,"2-oxoacid dehydrogenase acyltransferase, catalytic domain",34
WBGene00009082,IPR003016,"2-oxo acid dehydrogenase, lipoyl-binding site",34
WBGene00009082,IPR004167,Peripheral subunit-binding domain,34
WBGene00009082,IPR006257,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,34
WBGene00009082,IPR011053,Single hybrid motif,34
WBGene00009082,IPR023213,Chloramphenicol acetyltransferase-like domain superfamily,34
WBGene00009082,IPR036625,E3-binding domain superfamily,34
WBGene00009086,,,1
WBGene00009092,IPR002056,Protein import receptor MAS20,1
WBGene00009092,IPR022422,"Protein import receptor MAS20, metazoan",1
WBGene00009092,IPR023392,"Mitochondrial outer membrane translocase complex, Tom20 domain superfamily",1
WBGene00009114,IPR000742,EGF-like domain,3
WBGene00009114,IPR003428,Mitochondrial glycoprotein,3
WBGene00009114,IPR016187,C-type lectin fold,3
WBGene00009118,IPR005366,ER membrane protein complex subunit 8/9,8
WBGene00009118,IPR037518,MPN domain,8
WBGene00009119,IPR001564,Nucleoside diphosphate kinase,164
WBGene00009119,IPR023005,"Nucleoside diphosphate kinase, active site",164
WBGene00009119,IPR034907,Nucleoside diphosphate kinase-like domain,164
WBGene00009119,IPR036850,Nucleoside diphosphate kinase-like domain superfamily,164
WBGene00009122,IPR011057,Mss4-like superfamily,95
WBGene00009122,IPR011323,Mss4/translationally controlled tumour-associated TCTP,95
WBGene00009122,IPR018103,"Translationally controlled tumour protein, conserved site",95
WBGene00009122,IPR018105,Translationally controlled tumour protein,95
WBGene00009122,IPR034737,Translationally controlled tumour protein (TCTP) domain,95
WBGene00009126,IPR001697,Pyruvate kinase,149
WBGene00009126,IPR011037,"Pyruvate kinase-like, insert domain superfamily",149
WBGene00009126,IPR015793,"Pyruvate kinase, barrel",149
WBGene00009126,IPR015795,"Pyruvate kinase, C-terminal",149
WBGene00009126,IPR015806,"Pyruvate kinase, insert domain superfamily",149
WBGene00009126,IPR015813,Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily,149
WBGene00009126,IPR018209,"Pyruvate kinase, active site",149
WBGene00009126,IPR036918,"Pyruvate kinase, C-terminal domain superfamily",149
WBGene00009126,IPR040442,Pyruvate kinase-like domain superfamily,149
WBGene00009147,IPR000436,Sushi/SCR/CCP domain,3
WBGene00009147,IPR035976,Sushi/SCR/CCP superfamily,3
WBGene00009147,IPR042312,Uncharacterized protein F26C11.3-like,3
WBGene00009154,,,85
WBGene00009165,IPR000889,Glutathione peroxidase,2
WBGene00009165,IPR029759,Glutathione peroxidase active site,2
WBGene00009165,IPR029760,Glutathione peroxidase conserved site,2
WBGene00009165,IPR036249,Thioredoxin-like superfamily,2
WBGene00009177,IPR000192,Aminotransferase class V domain,7
WBGene00009177,IPR015421,"Pyridoxal phosphate-dependent transferase, major domain",7
WBGene00009177,IPR015422,Pyridoxal phosphate-dependent transferase domain 1,7
WBGene00009177,IPR015424,Pyridoxal phosphate-dependent transferase,7
WBGene00009177,IPR020578,"Aminotransferase class-V, pyridoxal-phosphate binding site",7
WBGene00009177,IPR022278,Phosphoserine aminotransferase,7
WBGene00009187,IPR001308,Electron transfer flavoprotein alpha subunit/FixB,2
WBGene00009187,IPR014729,Rossmann-like alpha/beta/alpha sandwich fold,2
WBGene00009187,IPR014730,"Electron transfer flavoprotein, alpha/beta-subunit, N-terminal",2
WBGene00009187,IPR014731,"Electron transfer flavoprotein, alpha subunit, C-terminal",2
WBGene00009187,IPR018206,"Electron transfer flavoprotein subunit alpha, conserved site",2
WBGene00009187,IPR029035,DHS-like NAD/FAD-binding domain superfamily,2
WBGene00009187,IPR033947,"Electron transfer flavoprotein, alpha subunit, N-terminal",2
WBGene00009191,IPR007305,"Vesicle transport protein, Got1/SFT2-like",1
WBGene00009191,IPR011691,Vesicle transport protein SFT2,1
WBGene00009192,IPR016699,Acid ceramidase-like,43
WBGene00009192,IPR029130,"Acid ceramidase, N-terminal",43
WBGene00009192,IPR029132,Choloylglycine hydrolase/NAAA C-terminal,43
WBGene00009196,,,24
WBGene00009207,IPR000340,"Dual specificity phosphatase, catalytic domain",1
WBGene00009207,IPR000387,Tyrosine specific protein phosphatases domain,1
WBGene00009207,IPR016130,"Protein-tyrosine phosphatase, active site",1
WBGene00009207,IPR020422,Dual specificity protein phosphatase domain,1
WBGene00009207,IPR029021,Protein-tyrosine phosphatase-like,1
WBGene00009207,IPR042165,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1,1
WBGene00009237,IPR002921,Fungal lipase-like domain,87
WBGene00009237,IPR029058,Alpha/Beta hydrolase fold,87
WBGene00009259,,,124
WBGene00009264,IPR002013,SAC domain,2
WBGene00009269,,,4
WBGene00009294,IPR017384,"NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex subunit 1",1
WBGene00009306,IPR026074,Microtubule associated protein 1,2
WBGene00009319,IPR000089,Biotin/lipoyl attachment,7
WBGene00009319,IPR001882,Biotin-binding site,7
WBGene00009319,IPR005479,"Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",7
WBGene00009319,IPR005481,"Biotin carboxylase-like, N-terminal domain",7
WBGene00009319,IPR005482,"Biotin carboxylase, C-terminal",7
WBGene00009319,IPR011053,Single hybrid motif,7
WBGene00009319,IPR011054,Rudiment single hybrid motif,7
WBGene00009319,IPR011761,ATP-grasp fold,7
WBGene00009319,IPR011764,Biotin carboxylation domain,7
WBGene00009319,IPR013815,"ATP-grasp fold, subdomain 1",7
WBGene00009319,IPR016185,Pre-ATP-grasp domain superfamily,7
WBGene00009324,IPR000719,Protein kinase domain,1
WBGene00009324,IPR008271,"Serine/threonine-protein kinase, active site",1
WBGene00009324,IPR011009,Protein kinase-like domain superfamily,1
WBGene00009324,IPR017441,"Protein kinase, ATP binding site",1
WBGene00009342,IPR001031,Thioesterase,172
WBGene00009342,IPR001227,Acyl transferase domain superfamily,172
WBGene00009342,IPR009081,Phosphopantetheine binding ACP domain,172
WBGene00009342,IPR011032,GroES-like superfamily,172
WBGene00009342,IPR013149,"Alcohol dehydrogenase, C-terminal",172
WBGene00009342,IPR013968,"Polyketide synthase, ketoreductase domain",172
WBGene00009342,IPR014030,"Beta-ketoacyl synthase, N-terminal",172
WBGene00009342,IPR014031,"Beta-ketoacyl synthase, C-terminal",172
WBGene00009342,IPR014043,Acyl transferase,172
WBGene00009342,IPR016035,Acyl transferase/acyl hydrolase/lysophospholipase,172
WBGene00009342,IPR016036,"Malonyl-CoA ACP transacylase, ACP-binding",172
WBGene00009342,IPR016039,Thiolase-like,172
WBGene00009342,IPR018201,"Beta-ketoacyl synthase, active site",172
WBGene00009342,IPR020801,"Polyketide synthase, acyl transferase domain",172
WBGene00009342,IPR020806,"Polyketide synthase, phosphopantetheine-binding domain",172
WBGene00009342,IPR020807,"Polyketide synthase, dehydratase domain",172
WBGene00009342,IPR020841,"Polyketide synthase, beta-ketoacyl synthase domain",172
WBGene00009342,IPR020843,"Polyketide synthase, enoylreductase domain",172
WBGene00009342,IPR023102,"Fatty acid synthase, domain 2",172
WBGene00009342,IPR029058,Alpha/Beta hydrolase fold,172
WBGene00009342,IPR032821,"Ketoacyl-synthetase, C-terminal extension",172
WBGene00009342,IPR036291,NAD(P)-binding domain superfamily,172
WBGene00009342,IPR036736,ACP-like superfamily,172
WBGene00009342,IPR042104,"Polyketide synthase, dehydratase domain superfamily",172
WBGene00009366,IPR028091,"FAM91, N-terminal domain",1
WBGene00009366,IPR028097,"FAM91, C-terminal domain",1
WBGene00009366,IPR039199,FAM91,1
WBGene00009393,IPR001304,C-type lectin-like,16
WBGene00009393,IPR002035,"von Willebrand factor, type A",16
WBGene00009393,IPR016186,C-type lectin-like/link domain superfamily,16
WBGene00009393,IPR016187,C-type lectin fold,16
WBGene00009393,IPR036465,von Willebrand factor A-like domain superfamily,16
WBGene00009394,IPR001304,C-type lectin-like,341
WBGene00009394,IPR002035,"von Willebrand factor, type A",341
WBGene00009394,IPR016186,C-type lectin-like/link domain superfamily,341
WBGene00009394,IPR016187,C-type lectin fold,341
WBGene00009394,IPR036465,von Willebrand factor A-like domain superfamily,341
WBGene00009395,IPR001304,C-type lectin-like,1
WBGene00009395,IPR002035,"von Willebrand factor, type A",1
WBGene00009395,IPR016186,C-type lectin-like/link domain superfamily,1
WBGene00009395,IPR016187,C-type lectin fold,1
WBGene00009395,IPR036465,von Willebrand factor A-like domain superfamily,1
WBGene00009396,IPR001304,C-type lectin-like,75
WBGene00009396,IPR002035,"von Willebrand factor, type A",75
WBGene00009396,IPR016186,C-type lectin-like/link domain superfamily,75
WBGene00009396,IPR016187,C-type lectin fold,75
WBGene00009396,IPR036465,von Willebrand factor A-like domain superfamily,75
WBGene00009397,IPR001304,C-type lectin-like,8
WBGene00009397,IPR002035,"von Willebrand factor, type A",8
WBGene00009397,IPR016186,C-type lectin-like/link domain superfamily,8
WBGene00009397,IPR016187,C-type lectin fold,8
WBGene00009397,IPR036465,von Willebrand factor A-like domain superfamily,8
WBGene00009399,,,19
WBGene00009404,IPR033113,"Phospholipase A2, histidine active site",1
WBGene00009404,IPR036444,Phospholipase A2 domain superfamily,1
WBGene00009416,IPR005514,Chymotrypsin family Peptidase-S1,7
WBGene00009429,IPR003366,CUB-like domain,21
WBGene00009430,IPR003366,CUB-like domain,51
WBGene00009430,IPR035914,"Spermadhesin, CUB domain superfamily",51
WBGene00009431,IPR003366,CUB-like domain,592
WBGene00009432,IPR003366,CUB-like domain,48
WBGene00009432,,,48
WBGene00009434,IPR003366,CUB-like domain,506
WBGene00009441,IPR001680,WD40 repeat,1
WBGene00009441,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,1
WBGene00009441,IPR017986,WD40-repeat-containing domain,1
WBGene00009441,IPR019775,"WD40 repeat, conserved site",1
WBGene00009441,IPR020472,G-protein beta WD-40 repeat,1
WBGene00009441,IPR021772,WDR48/Bun107,1
WBGene00009441,IPR036322,WD40-repeat-containing domain superfamily,1
WBGene00009442,,,1
WBGene00009445,IPR019538,26S proteasome non-ATPase regulatory subunit 5,1
WBGene00009450,IPR002213,UDP-glucuronosyl/UDP-glucosyltransferase,1
WBGene00009450,IPR035595,"UDP-glycosyltransferase family, conserved site",1
WBGene00009454,,,11
WBGene00009478,IPR000727,Target SNARE coiled-coil homology domain,40
WBGene00009478,IPR006011,"Syntaxin, N-terminal domain",40
WBGene00009478,IPR006012,"Syntaxin/epimorphin, conserved site",40
WBGene00009478,IPR010989,SNARE,40
WBGene00009493,IPR026218,Heme transporter HRG,1
WBGene00009498,IPR001757,P-type ATPase,27
WBGene00009498,IPR006539,"P-type ATPase, subfamily IV",27
WBGene00009498,IPR008250,"P-type ATPase, A domain superfamily",27
WBGene00009498,IPR018303,"P-type ATPase, phosphorylation site",27
WBGene00009498,IPR023214,HAD superfamily,27
WBGene00009498,IPR023298,"P-type ATPase, transmembrane domain superfamily",27
WBGene00009498,IPR023299,"P-type ATPase, cytoplasmic domain N",27
WBGene00009498,IPR030355,Probable phospholipid-transporting ATPase IIB,27
WBGene00009498,IPR032630,"P-type ATPase, C-terminal",27
WBGene00009498,IPR032631,"P-type ATPase, N-terminal",27
WBGene00009498,IPR036412,HAD-like superfamily,27
WBGene00009500,IPR000436,Sushi/SCR/CCP domain,65
WBGene00009500,IPR035976,Sushi/SCR/CCP superfamily,65
WBGene00009500,IPR006626,Parallel beta-helix repeat,65
WBGene00009514,IPR004911,Gamma interferon inducible lysosomal thiol reductase GILT,35
WBGene00009515,IPR001304,C-type lectin-like,1
WBGene00009515,IPR016186,C-type lectin-like/link domain superfamily,1
WBGene00009515,IPR016187,C-type lectin fold,1
WBGene00009518,IPR001304,C-type lectin-like,1
WBGene00009518,IPR016186,C-type lectin-like/link domain superfamily,1
WBGene00009518,IPR016187,C-type lectin fold,1
WBGene00009521,IPR000897,"Signal recognition particle, SRP54 subunit, GTPase domain",1
WBGene00009521,IPR003593,AAA+ ATPase domain,1
WBGene00009521,IPR007222,"Signal recognition particle receptor, alpha subunit, N-terminal",1
WBGene00009521,IPR011012,Longin-like domain superfamily,1
WBGene00009521,IPR013822,"Signal recognition particle SRP54, helical bundle",1
WBGene00009521,IPR027417,P-loop containing nucleoside triphosphate hydrolase,1
WBGene00009521,IPR036225,"SRP/SRP receptor, N-terminal",1
WBGene00009521,IPR042101,"Signal recognition particle SRP54, N-terminal domain superfamily",1
WBGene00009525,,,1
WBGene00009531,IPR000850,Adenylate kinase/UMP-CMP kinase,9
WBGene00009531,IPR006267,"Adenylate kinase, isozyme 1/5",9
WBGene00009531,IPR027417,P-loop containing nucleoside triphosphate hydrolase,9
WBGene00009531,IPR028582,Adenylate kinase isoenzyme 1,9
WBGene00009531,IPR033690,"Adenylate kinase, conserved site",9
WBGene00009542,IPR001680,WD40 repeat,111
WBGene00009542,IPR006692,"Coatomer, WD associated region",111
WBGene00009542,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,111
WBGene00009542,IPR016453,Coatomer beta' subunit (COPB2),111
WBGene00009542,IPR017986,WD40-repeat-containing domain,111
WBGene00009542,IPR020472,G-protein beta WD-40 repeat,111
WBGene00009542,IPR036322,WD40-repeat-containing domain superfamily,111
WBGene00009554,IPR011032,GroES-like superfamily,1
WBGene00009554,IPR013149,"Alcohol dehydrogenase, C-terminal",1
WBGene00009554,IPR013154,"Alcohol dehydrogenase, N-terminal",1
WBGene00009554,IPR020843,"Polyketide synthase, enoylreductase domain",1
WBGene00009554,IPR036291,NAD(P)-binding domain superfamily,1
WBGene00009580,IPR006214,Bax inhibitor 1-related,4
WBGene00009583,IPR000322,Glycoside hydrolase family 31,89
WBGene00009583,IPR011013,Galactose mutarotase-like domain superfamily,89
WBGene00009583,IPR013780,"Glycosyl hydrolase, all-beta",89
WBGene00009583,IPR017853,Glycoside hydrolase superfamily,89
WBGene00009583,IPR025887,"Glycoside hydrolase family 31, N-terminal domain",89
WBGene00009583,IPR033403,Domain of unknown function DUF5110,89
WBGene00009594,IPR000938,CAP Gly-rich domain,1
WBGene00009594,IPR028889,Ubiquitin specific protease domain,1
WBGene00009594,IPR036859,CAP Gly-rich domain superfamily,1
WBGene00009594,IPR038765,Papain-like cysteine peptidase superfamily,1
WBGene00009594,IPR001394,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase",1
WBGene00009621,,,1
WBGene00009632,IPR006990,Tweety,2
WBGene00009653,IPR000731,Sterol-sensing domain,1
WBGene00009653,IPR003392,Protein patched/dispatched,1
WBGene00009663,IPR000286,Histone deacetylase family,4
WBGene00009663,IPR023696,Ureohydrolase domain superfamily,4
WBGene00009663,IPR023801,Histone deacetylase domain,4
WBGene00009663,IPR037138,Histone deacetylase domain superfamily,4
WBGene00009664,IPR004434,Isocitrate dehydrogenase NAD-dependent,23
WBGene00009664,IPR019818,"Isocitrate/isopropylmalate dehydrogenase, conserved site",23
WBGene00009664,IPR024084,Isopropylmalate dehydrogenase-like domain,23
WBGene00009668,IPR000086,NUDIX hydrolase domain,1
WBGene00009668,IPR016706,Cleavage/polyadenylation specificity factor subunit 5,1
WBGene00009674,IPR011992,EF-hand domain pair,1
WBGene00009674,IPR018247,"EF-Hand 1, calcium-binding site",1
WBGene00009674,IPR040250,Nucleobindin,1
WBGene00009686,IPR002259,Equilibrative nucleoside transporter,5
WBGene00009686,IPR036259,MFS transporter superfamily,5
WBGene00009688,,,7
WBGene00009702,,,1
WBGene00009710,IPR009545,"Tight junction protein, claudin-like",8
WBGene00009729,IPR005828,"Major facilitator,  sugar transporter-like",3
WBGene00009729,IPR005829,"Sugar transporter, conserved site",3
WBGene00009729,IPR020846,Major facilitator superfamily domain,3
WBGene00009729,IPR036259,MFS transporter superfamily,3
WBGene00009732,IPR002885,Pentatricopeptide repeat,62
